"";"�..Sigla";"Código";"Munic�.pio";"Renda...rendimentos.do.trabalho..2000."
"618";"BA";2933505;"Wenceslau Guimarães";58574
"619";"BA";2933604;"Xique-Xique";53337
"620";"BA";2999919;"Trancoso";NA
"621";"BA";2999929;"Barcellos";NA
"622";"BA";2999939;"Olivença";NA
"623";"BA";2999949;"Villa Verde";NA
"624";"CE";2300101;"Abaiara";53891
"625";"CE";2300150;"Acarapé";62996
"626";"CE";2300200;"Acaraú";51199
"627";"CE";2300309;"Acopiara";37167
"628";"CE";2300408;"Aiuaba";40851
"629";"CE";2300507;"Alcântaras";5532
"630";"CE";2300606;"Altaneira";39521
"631";"CE";2300705;"Alto Santo";54353
"632";"CE";2300754;"Amontada";34881
"633";"CE";2300804;"Antonina do Norte";47237
"634";"CE";2300903;"Apuiarés";46779
"635";"CE";2301000;"Aquiraz";70907
"636";"CE";2301109;"Aracati";57428
"637";"CE";2301208;"Aracoiaba";58869
"638";"CE";2301257;"Ararendá";50527
"639";"CE";2301307;"Araripe";32935
"640";"CE";2301406;"Aratuba";56595
"641";"CE";2301505;"Arneiroz";51224
"642";"CE";2301604;"Assaré";36944
"643";"CE";2301703;"Aurora";55944
"644";"CE";2301802;"Baixio";40978
"645";"CE";2301851;"Banabuiú";41273
"646";"CE";2301901;"Barbalha";60665
"647";"CE";2301950;"Barreira";55978
"648";"CE";2302008;"Barro";54925
"649";"CE";2302057;"Barroquinha";66819
"650";"CE";2302107;"Baturité";4937
"651";"CE";2302206;"Beberibe";5266
"652";"CE";2302305;"Bela Cruz";53286
"653";"CE";2302404;"Boa Viagem";52122
"654";"CE";2302503;"Brejo Santo";61272
"655";"CE";2302602;"Camocim";64752
"656";"CE";2302701;"Campos Sales";5628
"657";"CE";2302800;"Canindé";53352
"658";"CE";2302909;"Capistrano";38434
"659";"CE";2303006;"Caridade";6159
"660";"CE";2303105;"Cariré";4806
"661";"CE";2303204;"Caririaçu";61247
"662";"CE";2303303;"Cariús";32393
"663";"CE";2303402;"Carnaubal";40314
"664";"CE";2303501;"Cascavel";62204
"665";"CE";2303600;"Catarina";39454
"666";"CE";2303659;"Catunda";45613
"667";"CE";2303709;"Caucaia";70625
"668";"CE";2303808;"Cedro";55154
"669";"CE";2303907;"Chaval";60035
"670";"CE";2303931;"Choró";3507
"671";"CE";2303956;"Chorozinho";71428
"672";"CE";2304004;"Coreaú";60418
"673";"CE";2304103;"Crateús";64154
"674";"CE";2304202;"Crato";62005
"675";"CE";2304236;"Croatá";54172
"676";"CE";2304251;"Cruz";51916
"677";"CE";2304269;"Deputado Irapuan Pinheiro";53346
"678";"CE";2304277;"Ererê";41997
"679";"CE";2304285;"Eusébio";60642
"680";"CE";2304301;"Farias Brito";57672
"681";"CE";2304350;"Forquilha";56388
"682";"CE";2304400;"Fortaleza";70631
"683";"CE";2304459;"Fortim";57431
"684";"CE";2304509;"Frecheirinha";5028
"685";"CE";2304608;"General Sampaio";56436
"686";"CE";2304657;"Graça";37412
"687";"CE";2304707;"Granja";64742
"688";"CE";2304806;"Granjeiro";33908
"689";"CE";2304905;"Groaíras";52825
"690";"CE";2304954;"Guaiúba";66478
"691";"CE";2305001;"Guaraciaba do Norte";6307
"692";"CE";2305100;"Guaramiranga";61925
"693";"CE";2305209;"Hidrolândia";40185
"694";"CE";2305233;"Horizonte";70549
"695";"CE";2305266;"Ibaretama";45547
"696";"CE";2305308;"Ibiapina";58294
"697";"CE";2305332;"Ibicuitinga";44859
"698";"CE";2305357;"Icapuí";721
"699";"CE";2305407;"Icó";49452
"700";"CE";2305506;"Iguatu";66708
"701";"CE";2305605;"Independência";61264
"702";"CE";2305654;"Ipaporanga";32606
"703";"CE";2305704;"Ipaumirim";42683
"704";"CE";2305803;"Ipu";63999
"705";"CE";2305902;"Ipueiras";5295
"706";"CE";2306009;"Iracema";42148
"707";"CE";2306108;"Irauçuba";49554
"708";"CE";2306207;"Itaiçaba";58479
"709";"CE";2306256;"Itaitinga";67988
"710";"CE";2306306;"Itapagé";55669
"711";"CE";2306405;"Itapipoca";47416
"712";"CE";2306504;"Itapiúna";3994
"713";"CE";2306553;"Itarema";54514
"714";"CE";2306603;"Itatira";37301
"715";"CE";2306702;"Jaguaretama";51982
"716";"CE";2306801;"Jaguaribara";60104
"717";"CE";2306900;"Jaguaribe";58731
"718";"CE";2307007;"Jaguaruana";56208
"719";"CE";2307106;"Jardim";35692
"720";"CE";2307205;"Jati";60888
"721";"CE";2307254;"Jijoca de Jericoacoara";65508
"722";"CE";2307304;"Juazeiro do Norte";67577
"723";"CE";2307403;"Jucás";39221
"724";"CE";2307502;"Lavras da Mangabeira";39404
"725";"CE";2307601;"Limoeiro do Norte";61853
"726";"CE";2307635;"Madalena";52121
"727";"CE";2307650;"Maracanaú";7205
"728";"CE";2307700;"Maranguape";66956
"729";"CE";2307809;"Marco";69771
"730";"CE";2307908;"Martinópole";55435
"731";"CE";2308005;"Massapê";55616
"732";"CE";2308104;"Mauriti";57793
"733";"CE";2308203;"Meruoca";50051
"734";"CE";2308302;"Milagres";42687
"735";"CE";2308351;"Milhã";57304
"736";"CE";2308377;"Miraíma";40855
"737";"CE";2308401;"Missão Velha";50678
"738";"CE";2308500;"Mombaça";36248
"739";"CE";2308609;"Monsenhor Tabosa";52154
"740";"CE";2308708;"Morada Nova";60498
"741";"CE";2308807;"Moraújo";57149
"742";"CE";2308906;"Morrinhos";49557
"743";"CE";2309003;"Mucambo";57547
"744";"CE";2309102;"Mulungu";51806
"745";"CE";2309201;"Nova Olinda";49844
"746";"CE";2309300;"Nova Russas";54439
"747";"CE";2309409;"Novo Oriente";56331
"748";"CE";2309458;"Ocara";39642
"749";"CE";2309508;"Orós";55535
"750";"CE";2309607;"Pacajus";6492
"751";"CE";2309706;"Pacatuba";70997
"752";"CE";2309805;"Pacoti";59659
"753";"CE";2309904;"Pacujá";54621
"754";"CE";2310001;"Palhano";44489
"755";"CE";2310100;"Palmácia";54209
"756";"CE";2310209;"Paracuru";57425
"757";"CE";2310258;"Paraipaba";67855
"758";"CE";2310298;"Cococi";NA
"759";"CE";2310308;"Parambu";64298
"760";"CE";2310407;"Paramoti";43567
"761";"CE";2310506;"Pedra Branca";49865
"762";"CE";2310605;"Penaforte";62687
"763";"CE";2310704;"Pentecoste";60084
"764";"CE";2310803;"Pereiro";2678
"765";"CE";2310852;"Pindoretama";64925
"766";"CE";2310902;"Piquet Carneiro";34739
"767";"CE";2310951;"Pires Ferreira";58502
"768";"CE";2311009;"Poranga";3844
"769";"CE";2311108;"Porteiras";63978
"770";"CE";2311207;"Potengi";4005
"771";"CE";2311231;"Potiretama";29613
"772";"CE";2311264;"Quiterianópolis";68585
"773";"CE";2311306;"Quixadá";53877
"774";"CE";2311355;"Quixelô";45924
"775";"CE";2311405;"Quixeramobim";47069
"776";"CE";2311504;"Quixeré";59919
"777";"CE";2311603;"Redenção";53463
"778";"CE";2311702;"Reriutaba";62067
"779";"CE";2311801;"Russas";54388
"780";"CE";2311900;"Saboeiro";29017
"781";"CE";2311959;"Salitre";55166
"782";"CE";2312007;"Santana do Acaraú";58139
"783";"CE";2312106;"Santana do Cariri";3492
"784";"CE";2312205;"Santa Quitéria";47667
"785";"CE";2312304;"São Benedito";56453
"786";"CE";2312403;"São Gonçalo do Amarante";62138
"787";"CE";2312502;"São João do Jaguaribe";52922
"788";"CE";2312601;"São Luís do Curu";62778
"789";"CE";2312700;"Senador Pompeu";48345
"790";"CE";2312809;"Senador Sá";43048
"791";"CE";2312908;"Sobral";68963
"792";"CE";2313005;"Solonópole";555
"793";"CE";2313104;"Tabuleiro do Norte";57021
"794";"CE";2313203;"Tamboril";3629
"795";"CE";2313252;"Tarrafas";38288
"796";"CE";2313302;"Tauá";63277
"797";"CE";2313351;"Tejuçuoca";42497
"798";"CE";2313401;"Tianguá";71056
"799";"CE";2313500;"Trairi";62405
"800";"CE";2313559;"Tururu";43875
"801";"CE";2313609;"Ubajara";6782
"802";"CE";2313708;"Umari";34373
"803";"CE";2313757;"Umirim";51163
"804";"CE";2313807;"Uruburetama";73754
"805";"CE";2313906;"Uruoca";50759
"806";"CE";2313955;"Varjota";60586
"807";"CE";2314003;"Várzea Alegre";40585
"808";"CE";2314102;"Viçosa do Ceará";53095
"809";"CE";2399919;"Entre Rios";NA
"810";"CE";2399929;"Mecejana";NA
"811";"CE";2399939;"Vertentes";NA
"812";"DF";5300108;"Brasília";74014
"813";"ES";3200102;"Afonso Cláudio";69531
"814";"ES";3200136;"Águia Branca";73231
"815";"ES";3200169;"Água Doce do Norte";68021
"816";"ES";3200201;"Alegre";6591
"817";"ES";3200300;"Alfredo Chaves";71496
"818";"ES";3200359;"Alto Rio Novo";66221
"819";"ES";3200409;"Anchieta";63443
"820";"ES";3200508;"Apiacá";69052
"821";"ES";3200607;"Aracruz";72498
"822";"ES";3200706;"Atilio Vivacqua";67105
"823";"ES";3200805;"Baixo Guandu";6644
"824";"ES";3200904;"Barra de São Francisco";69673
"825";"ES";3201001;"Boa Esperança";70294
"826";"ES";3201100;"Bom Jesus do Norte";66
"827";"ES";3201159;"Brejetuba";76223
"828";"ES";3201209;"Cachoeiro de Itapemirim";71005
"829";"ES";3201308;"Cariacica";72007
"830";"ES";3201407;"Castelo";74666
"831";"ES";3201506;"Colatina";72536
"832";"ES";3201605;"Conceição da Barra";7029
"833";"ES";3201704;"Conceição do Castelo";71999
"834";"ES";3201803;"Divino de São Lourenço";69499
"835";"ES";3201902;"Domingos Martins";67551
"836";"ES";3202009;"Dores do Rio Preto";74668
"837";"ES";3202108;"Ecoporanga";6653
"838";"ES";3202207;"Fundão";69606
"839";"ES";3202256;"Governador Lindenberg";NA
"840";"ES";3202306;"Guaçuí";63737
"841";"ES";3202405;"Guarapari";72624
"842";"ES";3202454;"Ibatiba";81298
"843";"ES";3202504;"Ibiraçu";77696
"844";"ES";3202553;"Ibitirama";74988
"845";"ES";3202603;"Iconha";69788
"846";"ES";3202652;"Irupi";75762
"847";"ES";3202702;"Itaguaçu";75251
"848";"ES";3202801;"Itapemirim";67509
"849";"ES";3202900;"Itarana";72716
"850";"ES";3203007;"Iúna";7761
"851";"ES";3203056;"Jaguaré";73691
"852";"ES";3203106;"Jerônimo Monteiro";70552
"853";"ES";3203130;"João Neiva";71927
"854";"ES";3203163;"Laranja da Terra";67783
"855";"ES";3203205;"Linhares";78538
"856";"ES";3203304;"Mantenópolis";72271
"857";"ES";3203320;"Marataízes";7291
"858";"ES";3203346;"Marechal Floriano";76704
"859";"ES";3203353;"Marilândia";77281
"860";"ES";3203403;"Mimoso do Sul";70512
"861";"ES";3203502;"Montanha";64125
"862";"ES";3203601;"Mucurici";60793
"863";"ES";3203700;"Muniz Freire";72955
"864";"ES";3203809;"Muqui";60988
"865";"ES";3203908;"Nova Venécia";74009
"866";"ES";3204005;"Pancas";60615
"867";"ES";3204054;"Pedro Canário";71694
"868";"ES";3204104;"Pinheiros";72585
"869";"ES";3204203;"Piúma";69622
"870";"ES";3204252;"Ponto Belo";61198
"871";"ES";3204302;"Presidente Kennedy";67018
"872";"ES";3204351;"Rio Bananal";7248
"873";"ES";3204401;"Rio Novo do Sul";66589
"874";"ES";3204500;"Santa Leopoldina";7271
"875";"ES";3204559;"Santa Maria de Jetibá";73813
"876";"ES";3204609;"Santa Teresa";66745
"877";"ES";3204658;"São Domingos do Norte";68061
"878";"ES";3204708;"São Gabriel da Palha";81232
"879";"ES";3204807;"São José do Calçado";66285
"880";"ES";3204906;"São Mateus";71734
"881";"ES";3204955;"São Roque do Canaã";75678
"882";"ES";3205002;"Serra";72805
"883";"ES";3205010;"Sooretama";75998
"884";"ES";3205036;"Vargem Alta";78303
"885";"ES";3205069;"Venda Nova do Imigrante";76066
"886";"ES";3205101;"Viana";72963
"887";"ES";3205150;"Vila Pavão";77443
"888";"ES";3205176;"Vila Valério";81544
"889";"ES";3205200;"Vila Velha";70865
"890";"ES";3205309;"Vitória";69279
"891";"ES";3299919;"Riacho";NA
"892";"ES";3299929;"Ponte do Itabapoana";NA
"893";"GO";5200050;"Abadia de Goiás";76823
"894";"GO";5200100;"Abadiânia";72285
"895";"GO";5200134;"Acreúna";75875
"896";"GO";5200159;"Adelândia";66959
"897";"GO";5200175;"Água Fria de Goiás";62163
"898";"GO";5200209;"Água Limpa";73175
"899";"GO";5200258;"Águas Lindas de Goiás";7636
"900";"GO";5200308;"Alexânia";669
"901";"GO";5200506;"Aloândia";72063
"902";"GO";5200555;"Alto Horizonte";74648
"903";"GO";5200605;"Alto Paraíso de Goiás";69127
"904";"GO";5200803;"Alvorada do Norte";67255
"905";"GO";5200829;"Amaralina";62015
"906";"GO";5200852;"Americano do Brasil";69727
"907";"GO";5200902;"Amorinópolis";72052
"908";"GO";5201108;"Anápolis";74112
"909";"GO";5201207;"Anhanguera";7104
"910";"GO";5201306;"Anicuns";64881
"911";"GO";5201405;"Aparecida de Goiânia";80022
"912";"GO";5201454;"Aparecida do Rio Doce";79185
"913";"GO";5201504;"Aporé";80755
"914";"GO";5201603;"Araçu";71062
"915";"GO";5201702;"Aragarças";73634
"916";"GO";5201801;"Aragoiânia";76279
"917";"GO";5202155;"Araguapaz";75167
"918";"GO";5202353;"Arenópolis";73801
"919";"GO";5202502;"Aruanã";77084
"920";"GO";5202601;"Aurilândia";68802
"921";"GO";5202809;"Avelinópolis";73019
"922";"GO";5203104;"Baliza";67852
"923";"GO";5203203;"Barro Alto";72956
"924";"GO";5203302;"Bela Vista de Goiás";76546
"925";"GO";5203401;"Bom Jardim de Goiás";7664
"926";"GO";5203500;"Bom Jesus de Goiás";78999
"927";"GO";5203559;"Bonfinópolis";72459
"928";"GO";5203575;"Bonópolis";65503
"929";"GO";5203609;"Brazabrantes";72994
"930";"GO";5203807;"Britânia";76975
"931";"GO";5203906;"Buriti Alegre";75045
"932";"GO";5203939;"Buriti de Goiás";6939
"933";"GO";5203962;"Buritinópolis";44689
"934";"GO";5204003;"Cabeceiras";61291
"935";"GO";5204102;"Cachoeira Alta";73762
"936";"GO";5204201;"Cachoeira de Goiás";75833
"937";"GO";5204250;"Cachoeira Dourada";70158
"938";"GO";5204300;"Caçu";78743
"939";"GO";5204409;"Caiapônia";73472
"940";"GO";5204508;"Caldas Novas";77185
"941";"GO";5204557;"Caldazinha";77261
"942";"GO";5204607;"Campestre de Goiás";71634
"943";"GO";5204656;"Campinaçu";6547
"944";"GO";5204706;"Campinorte";73309
"945";"GO";5204805;"Campo Alegre de Goiás";70672
"946";"GO";5204854;"Campo Limpo de Goiás";NA
"947";"GO";5204904;"Campos Belos";66481
"948";"GO";5204953;"Campos Verdes";69589
"949";"GO";5205000;"Carmo do Rio Verde";71173
"950";"GO";5205059;"Castelândia";76792
"951";"GO";5205109;"Catalão";71731
"952";"GO";5205208;"Caturaí";72983
"953";"GO";5205307;"Cavalcante";43884
"954";"GO";5205406;"Ceres";70986
"955";"GO";5205455;"Cezarina";75354
"956";"GO";5205471;"Chapadão do Céu";84474
"957";"GO";5205497;"Cidade Ocidental";75503
"958";"GO";5205513;"Cocalzinho de Goiás";6766
"959";"GO";5205521;"Colinas do Sul";59609
"960";"GO";5205703;"Córrego do Ouro";72897
"961";"GO";5205802;"Corumbá de Goiás";66101
"962";"GO";5205901;"Corumbaíba";76706
"963";"GO";5206206;"Cristalina";73646
"964";"GO";5206305;"Cristianópolis";75147
"965";"GO";5206404;"Crixás";69879
"966";"GO";5206503;"Cromínia";7395
"967";"GO";5206602;"Cumari";71391
"968";"GO";5206701;"Damianópolis";53107
"969";"GO";5206800;"Damolândia";7356
"970";"GO";5206909;"Davinópolis";71082
"971";"GO";5207105;"Diorama";76534
"972";"GO";5207253;"Doverlândia";69837
"973";"GO";5207352;"Edealina";76698
"974";"GO";5207402;"Edéia";79402
"975";"GO";5207501;"Estrela do Norte";65826
"976";"GO";5207535;"Faina";71273
"977";"GO";5207600;"Fazenda Nova";75959
"978";"GO";5207808;"Firminópolis";6879
"979";"GO";5207907;"Flores de Goiás";48039
"980";"GO";5208004;"Formosa";6965
"981";"GO";5208103;"Formoso";63983
"982";"GO";5208152;"Gameleira de Goiás";NA
"983";"GO";5208301;"Divinópolis de Goiás";57272
"984";"GO";5208400;"Goianápolis";74226
"985";"GO";5208509;"Goiandira";70503
"986";"GO";5208608;"Goianésia";77616
"987";"GO";5208707;"Goiânia";75044
"988";"GO";5208806;"Goianira";76333
"989";"GO";5208905;"Goiás";73063
"990";"GO";5209101;"Goiatuba";76571
"991";"GO";5209150;"Gouvelândia";75193
"992";"GO";5209200;"Guapó";7446
"993";"GO";5209291;"Guaraíta";65804
"994";"GO";5209408;"Guarani de Goiás";4685
"995";"GO";5209457;"Guarinos";57338
"996";"GO";5209606;"Heitoraí";71582
"997";"GO";5209705;"Hidrolândia";77665
"998";"GO";5209804;"Hidrolina";68216
"999";"GO";5209903;"Iaciara";57832
"1000";"GO";5209937;"Inaciolândia";77319
"1001";"GO";5209952;"Indiara";81456
"1002";"GO";5210000;"Inhumas";75309
"1003";"GO";5210109;"Ipameri";72722
"1004";"GO";5210158;"Ipiranga de Goiás";NA
"1005";"GO";5210208;"Iporá";7588
"1006";"GO";5210307;"Israelândia";75535
"1007";"GO";5210406;"Itaberaí";7875
"1008";"GO";5210562;"Itaguari";72101
"1009";"GO";5210604;"Itaguaru";72334
"1010";"GO";5210802;"Itajá";75279
"1011";"GO";5210901;"Itapaci";74231
"1012";"GO";5211008;"Itapirapuã";72516
"1013";"GO";5211206;"Itapuranga";71083
"1014";"GO";5211305;"Itarumã";77573
"1015";"GO";5211404;"Itauçu";73683
"1016";"GO";5211503;"Itumbiara";75483
"1017";"GO";5211602;"Ivolândia";70228
"1018";"GO";5211701;"Jandaia";74921
"1019";"GO";5211800;"Jaraguá";74456
"1020";"GO";5211909;"Jataí";77657
"1021";"GO";5212006;"Jaupaci";72627
"1022";"GO";5212055;"Jesúpolis";70893
"1023";"GO";5212105;"Joviânia";74676
"1024";"GO";5212204;"Jussara";77567
"1025";"GO";5212253;"Lagoa Santa";NA
"1026";"GO";5212303;"Leopoldo de Bulhões";72832
"1027";"GO";5212501;"Luziânia";73957
"1028";"GO";5212600;"Mairipotaba";73672
"1029";"GO";5212709;"Mambaí";5786
"1030";"GO";5212808;"Mara Rosa";74096
"1031";"GO";5212907;"Marzagão";75145
"1032";"GO";5212956;"Matrinchã";76435
"1033";"GO";5213004;"Maurilândia";82546
"1034";"GO";5213053;"Mimoso de Goiás";59268
"1035";"GO";5213087;"Minaçu";66508
"1036";"GO";5213103;"Mineiros";77837
"1037";"GO";5213400;"Moiporá";76526
"1038";"GO";5213509;"Monte Alegre de Goiás";40369
"1039";"GO";5213707;"Montes Claros de Goiás";78908
"1040";"GO";5213756;"Montividiu";78156
"1041";"GO";5213772;"Montividiu do Norte";52166
"1042";"GO";5213806;"Morrinhos";73889
"1043";"GO";5213855;"Morro Agudo de Goiás";73901
"1044";"GO";5213905;"Mossâmedes";71365
"1045";"GO";5214002;"Mozarlândia";76677
"1046";"GO";5214051;"Mundo Novo";69609
"1047";"GO";5214101;"Mutunópolis";71749
"1048";"GO";5214408;"Nazário";66755
"1049";"GO";5214507;"Nerópolis";76287
"1050";"GO";5214606;"Niquelândia";73471
"1051";"GO";5214705;"Nova América";71436
"1052";"GO";5214804;"Nova Aurora";73061
"1053";"GO";5214838;"Nova Crixás";75545
"1054";"GO";5214861;"Nova Glória";63632
"1055";"GO";5214879;"Nova Iguaçu de Goiás";69265
"1056";"GO";5214903;"Nova Roma";56804
"1057";"GO";5215009;"Nova Veneza";72722
"1058";"GO";5215207;"Novo Brasil";70965
"1059";"GO";5215231;"Novo Gama";74481
"1060";"GO";5215256;"Novo Planalto";72789
"1061";"GO";5215306;"Orizona";74862
"1062";"GO";5215405;"Ouro Verde de Goiás";71037
"1063";"GO";5215504;"Ouvidor";71842
"1064";"GO";5215603;"Padre Bernardo";62548
"1065";"GO";5215652;"Palestina de Goiás";74473
"1066";"GO";5215702;"Palmeiras de Goiás";76131
"1067";"GO";5215801;"Palmelo";7206
"1068";"GO";5215900;"Palminópolis";76707
"1069";"GO";5216007;"Panamá";72097
"1070";"GO";5216304;"Paranaiguara";70826
"1071";"GO";5216403;"Paraúna";76283
"1072";"GO";5216452;"Perolândia";77274
"1073";"GO";5216809;"Petrolina de Goiás";74663
"1074";"GO";5216908;"Pilar de Goiás";61
"1075";"GO";5217104;"Piracanjuba";7365
"1076";"GO";5217203;"Piranhas";73476
"1077";"GO";5217302;"Pirenópolis";68304
"1078";"GO";5217401;"Pires do Rio";6837
"1079";"GO";5217609;"Planaltina";70748
"1080";"GO";5217708;"Pontalina";7416
"1081";"GO";5218003;"Porangatu";74087
"1082";"GO";5218052;"Porteirão";77484
"1083";"GO";5218102;"Portelândia";79319
"1084";"GO";5218300;"Posse";61194
"1085";"GO";5218391;"Professor Jamil";70815
"1086";"GO";5218508;"Quirinópolis";77092
"1087";"GO";5218607;"Rialma";71004
"1088";"GO";5218706;"Rianápolis";71294
"1089";"GO";5218789;"Rio Quente";80047
"1090";"GO";5218805;"Rio Verde";79012
"1091";"GO";5218904;"Rubiataba";73864
"1092";"GO";5219001;"Sanclerlândia";66839
"1093";"GO";5219100;"Santa Bárbara de Goiás";73366
"1094";"GO";5219209;"Santa Cruz de Goiás";767
"1095";"GO";5219258;"Santa Fé de Goiás";75731
"1096";"GO";5219308;"Santa Helena de Goiás";79132
"1097";"GO";5219357;"Santa Isabel";71793
"1098";"GO";5219407;"Santa Rita do Araguaia";73044
"1099";"GO";5219456;"Santa Rita do Novo Destino";70856
"1100";"GO";5219506;"Santa Rosa de Goiás";72152
"1101";"GO";5219605;"Santa Tereza de Goiás";69573
"1102";"GO";5219704;"Santa Terezinha de Goiás";7406
"1103";"GO";5219712;"Santo Antônio da Barra";74795
"1104";"GO";5219738;"Santo Antônio de Goiás";78474
"1105";"GO";5219753;"Santo Antônio do Descoberto";69838
"1106";"GO";5219803;"São Domingos";47296
"1107";"GO";5219902;"São Francisco de Goiás";69608
"1108";"GO";5220009;"São João d'Aliança";6216
"1109";"GO";5220058;"São João da Paraúna";75801
"1110";"GO";5220108;"São Luís de Montes Belos";72644
"1111";"GO";5220157;"São Luíz do Norte";70407
"1112";"GO";5220207;"São Miguel do Araguaia";76676
"1113";"GO";5220264;"São Miguel do Passa Quatro";78072
"1114";"GO";5220280;"São Patrício";67949
"1115";"GO";5220405;"São Simão";68085
"1116";"GO";5220454;"Senador Canedo";75988
"1117";"GO";5220504;"Serranópolis";80995
"1118";"GO";5220603;"Silvânia";73366
"1119";"GO";5220686;"Simolândia";5389
"1120";"GO";5220702;"Sítio d'Abadia";44703
"1121";"GO";5221007;"Taquaral de Goiás";65124
"1122";"GO";5221080;"Teresina de Goiás";52746
"1123";"GO";5221197;"Terezópolis de Goiás";71816
"1124";"GO";5221304;"Três Ranchos";71607
"1125";"GO";5221403;"Trindade";70868
"1126";"GO";5221452;"Trombas";65367
"1127";"GO";5221502;"Turvânia";73301
"1128";"GO";5221551;"Turvelândia";74954
"1129";"GO";5221577;"Uirapuru";68783
"1130";"GO";5221601;"Uruaçu";69303
"1131";"GO";5221700;"Uruana";72893
"1132";"GO";5221809;"Urutaí";71848
"1133";"GO";5221858;"Valparaíso de Goiás";75125
"1134";"GO";5221908;"Varjão";75741
"1135";"GO";5222005;"Vianópolis";75016
"1136";"GO";5222054;"Vicentinópolis";76505
"1137";"GO";5222203;"Vila Boa";63346
"1138";"GO";5222302;"Vila Propício";62018
"1139";"MA";2100055;"Açailândia";74467
"1140";"MA";2100105;"Afonso Cunha";63102
"1141";"MA";2100154;"Água Doce do Maranhão";32552
"1142";"MA";2100204;"Alcântara";46799
"1143";"MA";2100303;"Aldeias Altas";54297
"1144";"MA";2100402;"Altamira do Maranhão";5242
"1145";"MA";2100436;"Alto Alegre do Maranhão";31342
"1146";"MA";2100477;"Alto Alegre do Pindaré";67105
"1147";"MA";2100501;"Alto Parnaíba";4455
"1148";"MA";2100550;"Amapá do Maranhão";71848
