codigo_mun7;ano;mes;medicos_total;medicos_sus;residencia_medica;horas_total;horas_hosp;horas_amb;horas_outras;medicos_mil_habitantes
2100956;2007;11;5;5;0;271;0;216;55;0,18362775
2100956;2008;6;5;5;0;271;0;216;55;0,178782136
2101004;2012;3;21;21;0;674;0;674;0;0,728938873
2101103;2005;10;4;4;0;340;40;230;70;0,376187341
2101251;2010;6;16;16;0;552;0;552;0;1,072026801
2101350;2011;12;2;2;0;100;0;100;0;0,374461711
2101400;2006;10;38;38;0;1610;72;1466;72;0,514570469
2101400;2008;5;44;44;0;2111;77;1899;135;0,539897174
2101400;2008;12;44;44;0;2116;77;1904;135;0,539897174
2101400;2010;6;51;51;0;3070;127;2626;317;0,6105737
2101509;2006;5;5;5;0;240;10;170;60;0,299114621
2101509;2009;9;15;15;0;625;0;480;145;0,870524055
2101608;2010;7;30;26;0;1194;12;942;240;0,362187613
2101608;2013;9;22;20;0;1076;251;612;213;0,258756557
2101707;2015;9;65;65;0;2318;840;1470;8;1,0728197
2101731;2013;7;5;5;0;190;10;180;0;0,703729768
2101772;2012;11;4;4;0;136;0;136;0;0,324280503
2101772;2014;3;9;9;0;346;0;346;0;0,830564784
2101939;2005;9;1;1;0;50;0;50;0;0,168804862
2101939;2006;8;1;1;0;50;0;50;0;0,165371258
2101939;2015;4;6;6;0;140;33;107;0;1,016949153
2101970;2007;8;2;2;0;80;0;80;0;0,270819228
2101970;2009;12;2;2;0;90;0;90;0;0,253324889
2102077;2006;9;2;2;0;80;0;80;0;0,149109073
2102077;2007;10;6;6;0;300;0;300;0;0,467836257
2102077;2012;12;7;7;0;284;0;284;0;0,45709808
2102101;2007;12;10;10;0;437;0;416;21;0,322071564
2102101;2011;2;21;21;0;841;0;689;152;0,621154756
2102150;2009;1;4;4;0;160;0;160;0;0,726612171
2102150;2011;8;4;4;0;190;0;190;0;0,759878419
2102150;2014;3;5;5;0;190;0;190;0;1,16522955
2102150;2015;4;4;4;0;160;0;160;0;0,436395374
2102309;2009;5;4;4;0;192;0;170;22;0,173355292
2102325;2007;1;11;11;0;540;0;440;100;0,178919974
2102325;2013;6;25;25;0;917;99;818;0;0,364293416
2102374;2005;9;1;1;0;40;0;40;0;0,119904077
2102374;2006;11;1;1;0;40;0;40;0;0,117481203
2102374;2011;3;4;4;0;160;0;160;0;0,469043152
2102408;2012;5;6;6;0;228;28;200;0;0,558659218
2102507;2011;1;6;6;0;240;0;200;40;0,324815938
2102556;2010;1;8;8;0;230;0;230;0;0,598399282
2102606;2014;8;7;7;0;310;20;290;0;0,357745183
2102705;2006;8;7;7;0;460;10;410;40;0,392508691
2102754;2009;9;7;7;0;260;0;230;30;0,65494012
2102754;2014;11;5;5;0;220;10;210;0;0,466200466
2102804;2006;11;8;8;0;330;0;310;20;0,340526965
2102903;2014;1;12;12;0;484;56;428;0;0,521263194
2103109;2005;8;1;1;0;40;0;20;20;0,092395824
2103109;2009;2;6;6;0;268;0;190;78;0,591016548
2103125;2008;12;4;4;0;208;0;120;88;0,441403664
2103158;2012;6;5;5;0;220;0;220;0;0,417397112
2103158;2015;7;5;5;0;220;0;220;0;0,384172109
2103174;2007;8;8;8;0;320;0;320;0;0,528855689
2103174;2008;12;8;8;0;320;0;320;0;0,513577711
2103307;2011;6;51;50;0;2032;36;1531;465;0,430136547
2103604;2006;10;30;30;0;1168;0;827;341;0,494788231
2103604;2007;4;30;30;0;1291;0;1044;247;0,495139382
2103752;2006;5;4;4;0;166;86;80;0;0,34126781
2103752;2009;3;6;6;0;220;0;220;0;0,49623687
2104008;2006;9;16;16;0;572;0;464;108;0,711174327
2104008;2007;11;15;15;0;566;0;486;80;0,807797943
2104008;2012;12;19;19;0;570;32;531;7;1,072537398
2104057;2006;10;19;19;0;603;0;472;131;0,744514107
2104057;2007;7;20;20;0;824;0;698;126;0,755001888
2104057;2014;2;34;29;0;1176;312;864;0;0,85416405
2104073;2006;7;4;4;0;130;0;130;0;0,532978015
2104073;2006;11;4;4;0;130;0;130;0;0,532978015
2104073;2014;6;5;5;0;147;27;120;0;0,602918124
2104081;2012;2;4;4;0;180;0;180;0;0,41736227
2104099;2008;7;3;3;0;100;0;90;10;0,172097292
2104107;2015;1;7;7;0;260;15;245;0;0,565656566
2104404;2013;2;9;9;0;366;38;328;0;0,512178466
2104602;2009;4;11;11;0;425;0;334;91;0,666545477
2104602;2011;8;8;8;0;310;0;280;30;0,497017893
2104602;2015;7;9;9;0;344;22;322;0;0,54691298
2104651;2009;11;5;5;0;200;0;200;0;0,429479471
2104651;2010;4;5;5;0;220;0;220;0;0,4194279
2104651;2013;2;5;5;0;220;0;220;0;0,494413132
2104651;2015;1;5;5;0;192;36;156;0;0,499450604
2104677;2011;9;23;22;0;914;78;836;0;0,906904302
2104677;2012;1;23;23;0;908;102;806;0;0,908265213
2104677;2014;10;25;25;0;960;98;862;0;0,992536128
2104909;2013;11;6;6;0;262;26;236;0;0,502554653
2105005;2008;2;16;16;0;660;0;570;90;0,6390542
2105153;2015;4;7;7;0;214;12;202;0;0,508203862
2105302;2007;6;199;169;0;7691;103;5695;1893;0,866456801
2105351;2014;10;6;6;0;298;34;264;0;0,441858752
2105401;2013;10;51;51;0;1304;276;1028;0;0,78520731
2105427;2015;1;10;10;0;450;50;400;0;0,393081761
2105450;2007;3;1;1;0;40;0;40;0;0,121138704
2105450;2014;6;7;7;0;297;44;253;0;0,729470613
2105450;2015;1;8;8;0;312;44;268;0;0,814746919
2105658;2011;2;3;3;0;120;0;120;0;0,768442623
2105658;2012;1;3;3;0;120;0;120;0;0,791139241
2105948;2011;3;4;4;0;150;0;135;15;0,514933059
2106102;2007;5;1;1;0;40;0;40;0;0,096711799
2106326;2008;6;7;7;0;332;0;316;16;0,38678307
2106326;2010;5;8;8;0;371;0;355;16;0,417645523
2106326;2013;2;7;7;0;292;0;292;0;0,345372015
2106326;2014;3;7;7;0;320;40;280;0;0,34064918
2106375;2014;8;8;8;0;393;74;319;0;0,520020801
2106409;2008;4;8;8;0;374;0;332;42;0,561324726
2106409;2009;2;13;13;0;614;0;542;72;0,89710855
2106409;2010;6;7;7;0;370;0;345;25;0,462046205
2106508;2005;10;13;13;0;710;0;700;10;0,60062835
2106508;2007;9;11;11;0;435;0;405;30;0,538634806
2106672;2007;11;3;3;0;120;0;120;0;0,393855849
2106672;2009;1;5;5;0;174;0;147;27;0,636618284
2106755;2005;12;9;9;0;326;0;243;83;0,520833333
2106805;2008;7;9;9;0;340;0;332;8;0,633758186
2107209;2009;4;9;9;0;280;0;280;0;0,854944429
2107209;2011;6;5;5;0;230;0;215;15;0,391113892
2107357;2009;12;8;8;0;300;0;260;40;0,44855621
2107357;2013;4;8;8;0;360;40;320;0;0,400741372
2107407;2008;9;11;11;0;531;0;364;167;0,6156257
2107506;2007;4;50;50;0;1470;12;1197;261;0,509294627
2107506;2009;3;66;66;0;1828;16;1495;317;0,634871775
2107506;2013;2;113;107;0;3305;838;2405;62;0,99666602
2107605;2008;4;14;14;0;644;0;524;120;0,750831277
2107704;2006;5;8;8;0;534;0;399;135;0,412583806
2107704;2009;7;12;12;0;578;0;460;118;0,59244631
2107803;2011;6;21;21;0;712;0;712;0;0,60360438
2107803;2012;1;22;22;0;690;8;682;0;0,65342006
2107902;2007;1;5;5;0;202;0;129;73;0,292654375
2108058;2007;8;3;3;0;100;0;100;0;0,234393312
2108108;2012;2;7;7;0;312;43;269;0;0,342231348
2108207;2006;9;49;49;0;1781;45;1450;286;1,12594499
2108306;2006;3;18;18;0;760;0;700;60;0,579766161
2108306;2007;9;10;10;0;470;0;460;10;0,298748245
2108306;2011;6;11;11;0;458;0;422;36;0,316856781
2108306;2012;3;14;14;0;498;52;446;0;0,388932104
2108405;2012;11;7;7;0;234;18;216;0;0,503669593
2108454;2007;10;5;5;0;240;0;240;0;0,262922648
2108454;2014;12;38;38;0;918;356;562;0;1,698779561
2108603;2008;7;43;43;0;1748;120;1162;466;0,562893535
2108603;2010;11;49;47;0;1682;18;1321;343;0,626903099
2108603;2012;12;39;37;0;1392;246;1102;44;0,490159113
2108603;2015;2;63;59;0;1688;314;1364;10;0,773594636
2108702;2012;2;15;15;0;478;61;417;0;0,690989497
2108900;2006;4;13;13;0;690;0;670;20;0,624279677
2109007;2010;10;36;36;0;1178;0;710;468;1,672085462
2109007;2015;12;42;42;0;1108;338;770;0;1,806995655
2109106;2008;10;19;19;0;696;30;554;112;0,461467467
2109205;2005;9;4;4;0;176;10;140;26;0,34846241
2109205;2010;1;7;7;0;280;0;240;40;0,606533229
2109270;2011;4;9;9;0;300;0;300;0;0,516351119
2109304;2006;9;6;6;0;190;10;170;10;0,557258289
2109502;2008;10;12;12;0;581;0;336;245;0,554887635
2109551;2009;9;3;3;0;120;0;120;0;0,40123044
2109551;2012;11;5;5;0;172;0;172;0;0,671681891
2109759;2006;4;2;2;0;80;0;80;0;0,354798652
2109759;2009;6;2;2;0;100;0;90;10;0,344589938
2109809;2009;10;20;19;0;892;0;825;67;0,563824989
2109908;2007;6;47;41;0;1551;0;1415;136;0,572989052
2110005;2009;4;38;38;0;1476;0;1194;282;0,531803233
2110039;2006;3;15;15;0;1638;54;1335;249;0,778371647
2110104;2012;1;9;9;0;470;66;404;0;0,311267898
2110237;2006;12;1;1;0;40;0;40;0;0,086896072
2110278;2009;9;4;4;0;224;20;204;0;0,342085008
2110401;2013;9;8;8;0;342;10;332;0;0,44154984
2110401;2014;12;9;9;0;322;10;292;20;0,494804552
2110500;2015;1;26;26;0;906;121;785;0;0,577213391
2110609;2006;5;10;10;0;592;0;580;12;0,383832956
2110609;2014;5;11;11;0;432;24;408;0;0,398565165
2110658;2007;11;4;4;0;160;0;160;0;0,575291241
2110708;2015;1;20;20;0;799;92;707;0;0,593348563
2110708;2015;7;21;21;0;849;92;757;0;0,623015991
2110856;2007;5;3;3;0;122;0;61;61;0,355829676
2110856;2009;12;4;4;0;189;0;157;32;0,451314453
2110906;2012;5;11;11;0;330;40;290;0;0,921890714
2111003;2013;4;10;10;0;330;18;312;0;0,496228662
2111052;2011;6;5;5;0;200;0;200;0;0,460914454
2111078;2013;11;12;12;0;490;117;373;0;0,67381661
2111102;2010;7;15;15;0;829;0;829;0;0,601732991
2111250;2008;1;4;4;0;146;0;131;15;0,534045394
2111250;2009;12;4;4;0;196;0;173;23;0,534116704
2111300;2013;10;2038;1781;0;77411;30427;46773;211;1,933729441
2111508;2006;8;23;23;0;857;0;777;80;0,601543089
2111508;2010;1;37;37;0;1374;20;1178;176;0,946461003
2111508;2015;3;29;28;0;1109;153;956;0;0,714743432
2111532;2007;10;5;5;0;160;0;95;65;0,449923513
2111631;2013;7;2;2;0;80;0;80;0;0,360100828
2111672;2008;3;2;2;0;90;0;90;0;0,388726919
2111706;2015;5;15;15;0;586;88;498;0;0,725408647
2111748;2013;8;5;5;0;196;12;184;0;0,46917519
2111748;2014;11;6;6;0;220;24;196;0;0,557465391
2111805;2015;7;9;8;0;310;12;298;0;0,509539716
2111904;2005;12;2;2;0;60;0;20;40;0,191241155
2111904;2011;4;3;3;0;165;0;145;20;0,287108814
2111953;2012;1;2;2;0;80;0;80;0;0,36589828
2112001;2011;8;2;2;0;104;0;80;24;0,253036437
2112001;2012;6;2;2;0;104;24;80;0;0,24975025
2112209;2009;7;213;213;0;5083;20;4119;944;1,414014007
2112209;2010;5;217;217;0;5022;20;4043;959;1,395857455
2112209;2012;2;175;175;0;4149;631;3510;8;1,097378207
2112209;2014;10;224;221;0;4937;619;4318;0;1,371355806
2112209;2015;5;239;234;0;5213;557;4656;0;1,449635771
2112233;2012;3;9;9;0;353;34;319;0;0,465380837
2112233;2014;11;8;8;0;284;22;262;0;0,385597918
2112274;2009;8;2;2;0;80;0;80;0;0,351679269
2112308;2012;9;26;26;0;937;79;858;0;0,651237351
2112407;2009;5;5;5;0;265;0;215;50;0,148592826
2112407;2012;8;7;7;0;385;80;305;0;0,203885475
2112456;2008;4;10;10;0;400;0;400;0;0,481741979
2112506;2006;6;6;6;0;128;0;93;35;0,131943528
2112704;2005;9;17;17;0;547;0;547;0;0,474317123
2112704;2013;9;28;28;0;787;175;612;0;0,528930616
2112704;2014;12;29;29;0;815;188;627;0;0,537853778
2112803;2013;1;30;30;0;1489;263;1226;0;0,591867737
2112852;2008;2;3;3;0;100;0;90;10;0,334784064
2112852;2015;5;4;4;0;150;25;125;0;0,308784931
2114007;2006;7;20;20;0;704;0;502;202;0,384867028
2200053;2011;8;3;3;0;120;0;120;0;0,441501104
2200103;2007;4;3;3;0;92;0;86;6;0,602409639
2200103;2010;11;3;3;0;104;0;92;12;0,588466065
2200103;2011;10;3;3;0;120;22;98;0;0,590667454
2200251;2009;12;4;4;0;131;0;128;3;0,517063082
2200277;2005;9;2;2;0;80;0;80;0;0,412116217
2200277;2012;3;2;2;0;80;0;80;0;0,386622849
2200301;2005;8;7;7;0;287;0;226;61;0,571428571
2200301;2006;3;7;7;0;287;0;226;61;0,573535436
2200301;2008;10;7;7;0;334;0;287;47;0,499857184
2200400;2007;10;27;27;0;784;0;758;26;0,704445836
2200459;2008;7;2;2;0;80;0;80;0;0,390625
2200707;2015;4;6;6;0;208;4;204;0;0,625195374
2201002;2007;1;5;5;0;144;0;144;0;0,99960016
2201051;2014;11;4;4;0;160;0;160;0;0,521716447
2201176;2008;10;3;3;0;88;0;88;0;0,772797527
2201200;2008;8;35;35;0;1556;0;1294;262;0,78521111
2201200;2011;9;34;34;0;1221;203;1018;0;0,752978695
2201309;2013;7;1;1;0;40;0;40;0;0,305064063
2201309;2015;5;2;2;0;80;0;80;0;0,60845756
2201408;2006;10;3;3;0;70;0;68;2;0,40944452
2201705;2010;6;4;4;0;200;0;170;30;0,752021057
2201739;2007;2;4;4;0;180;0;180;0;0,429553265
2201770;2007;9;2;2;0;80;0;80;0;0,328623069
2201770;2012;4;3;3;0;120;0;120;0;0,463893614
2201903;2007;6;17;17;0;636;0;524;112;0,870366578
2201903;2011;9;18;17;0;722;168;554;0;0,777739371
2201919;2006;8;1;1;0;36;0;18;18;0,239980802
2201945;2006;12;2;2;0;40;0;40;0;0,393778303
2201960;2009;6;3;3;0;128;0;120;8;0,376411543
2202000;2015;9;14;14;0;516;48;468;0;0,721091939
2202026;2006;7;3;3;0;114;0;109;5;0,370187562
2202026;2010;1;5;5;0;270;0;229;41;0,627037873
2202026;2012;2;4;4;0;236;36;200;0;0,495110781
2202026;2013;2;4;4;0;212;24;188;0;0,491521258
2202059;2007;5;4;4;0;160;0;160;0;0,423818606
2202075;2008;1;1;1;0;40;0;40;0;0,304414003
2202083;2013;2;3;3;0;120;0;120;0;0,406779661
2202091;2011;6;2;2;0;80;0;80;0;0,351741119
2202091;2013;2;2;2;0;80;0;80;0;0,348310693
2202091;2014;8;3;3;0;120;0;120;0;0,528634361
2202109;2009;8;2;2;0;80;0;80;0;0,343760743
2202109;2010;2;2;2;0;80;0;80;0;0,369822485
2202117;2013;6;2;2;0;80;0;80;0;0,412286127
2202307;2014;2;13;13;0;478;45;413;20;0,630486445
2202455;2013;1;2;2;0;80;0;80;0;0,503144654
2202505;2009;2;6;6;0;272;0;248;24;0,553607677
2202505;2015;2;7;7;0;258;29;229;0;0,65783291
2202539;2015;11;4;4;0;86;0;86;0;0,698324022
2202554;2015;2;3;3;0;100;0;100;0;0,600720865
2202604;2008;11;8;8;0;382;0;318;64;0,419243266
2202604;2009;10;10;10;0;502;0;438;64;0,522411451
2202703;2005;12;3;3;0;148;12;82;54;0,11988491
2202703;2008;9;11;11;0;468;12;357;99;0,408072414
2202711;2007;2;1;1;0;40;0;40;0;0,221141088
2202752;2007;8;4;4;0;130;0;130;0;0,701754386
2202752;2010;5;4;4;0;125;0;125;0;0,662690524
2202851;2014;8;2;2;0;80;0;80;0;0,434971727
2202901;2007;11;13;13;0;587;0;499;88;0,530222694
2203008;2010;11;6;6;0;218;0;160;58;0,766185672
2203008;2014;10;4;4;0;160;0;160;0;0,495724377
2203107;2011;5;8;8;0;208;0;178;30;0,797130331
2203107;2012;7;7;7;0;196;18;178;0;0,693824958
2203206;2012;10;9;9;0;398;99;299;0;0,822067958
2203230;2014;11;2;2;0;80;0;80;0;0,414164423
2203305;2009;7;11;11;0;396;0;276;120;0,831318017
2203420;2009;12;2;2;0;80;0;80;0;0,449741399
2203453;2014;11;5;5;0;200;0;200;0;0,533276451
2203503;2010;12;11;11;0;466;0;339;127;0,757993385
2203503;2012;11;13;13;0;512;128;384;0;0,903154092
2203503;2014;12;11;11;0;457;90;367;0;0,760614023
2203750;2012;4;3;3;0;90;10;80;0;0,584453536
2203800;2006;2;4;4;0;104;20;72;12;0,995272456
2204006;2013;2;3;3;0;85;3;82;0;0,569259962
2204105;2015;2;3;3;0;95;10;85;0;0,692360951
2204154;2005;8;1;1;0;20;0;20;0;0,404040404
2204154;2013;8;2;2;0;80;0;80;0;0,670241287
2204154;2014;6;1;1;0;40;0;40;0;0,32488629
2204154;2014;7;1;1;0;40;0;40;0;0,32488629
2204402;2012;3;6;6;0;229;15;214;0;0,575318823
2204501;2007;9;9;9;0;572;8;456;108;0,938771253
2204501;2014;12;12;12;0;468;85;383;0;1,160541586
2204600;2010;11;2;2;0;80;0;80;0;0,530363299
2204659;2013;2;7;7;0;280;0;280;0;0,76619965
2204709;2008;7;13;13;0;552;0;444;108;0,84399143
2205102;2005;9;13;13;0;285;0;173;112;1,308900524
2205102;2009;6;9;9;0;434;0;394;40;0,82538518
2205102;2011;11;10;10;0;292;63;229;0;0,934317481
2205151;2006;4;1;1;0;40;0;40;0;0,17522341
2205151;2012;2;2;2;0;80;0;80;0;0,352733686
2205250;2009;12;3;3;0;120;0;120;0;0,694766095
2205250;2015;5;2;2;0;81;0;81;0;0,453309157
2205300;2015;2;3;3;0;100;20;80;0;0,683060109
2205359;2005;9;1;1;0;40;0;40;0;0,316656111
2205458;2009;5;2;2;0;80;0;80;0;0,356252227
2205508;2006;12;26;26;0;610;40;337;233;0,734961556
2205516;2007;2;2;2;0;40;0;40;0;0,419375131
2205516;2013;4;2;2;0;80;0;80;0;0,414250207
2205524;2006;2;3;3;0;100;0;100;0;0,55238446
2205532;2009;3;2;2;0;80;0;80;0;0,438692696
2205557;2008;6;3;3;0;130;0;125;5;0,370828183
2205557;2008;11;3;3;0;130;0;125;5;0,370828183
2205557;2011;5;3;3;0;120;0;120;0;0,370507595
2205565;2014;6;2;2;0;80;0;80;0;0,437636761
2205573;2006;7;1;1;0;40;0;40;0;0,16064257
2205573;2015;2;3;3;0;120;0;120;0;0,453789139
2205607;2013;12;3;3;0;156;20;136;0;0,569692366
2205706;2013;8;23;23;0;836;96;740;0;0,786271024
2205706;2015;6;25;25;0;827;86;741;0;0,845794709
2205904;2009;4;4;4;0;160;0;140;20;0,721630886
2205904;2011;10;3;3;0;110;18;92;0;0,574932924
2205904;2012;1;3;3;0;110;18;92;0;0,574382539
2205904;2012;2;3;3;0;110;18;92;0;0,574382539
2205953;2008;11;4;4;0;160;0;140;20;0,543404429
2206308;2010;3;1;1;0;40;0;40;0;0,798084597
2206308;2015;2;1;1;0;40;0;40;0;0,809716599
2206605;2014;8;6;6;0;224;12;212;0;0,5746576
2206670;2010;1;4;4;0;160;0;160;0;0,615479305
2206704;2010;9;4;4;0;138;0;138;0;0,546373446
2206720;2014;11;4;4;0;160;0;160;0;0,480192077
2206753;2009;11;2;2;0;80;0;80;0;0,477099237
2206753;2010;12;2;2;0;80;0;80;0;0,438981563
2206753;2013;9;2;2;0;80;0;80;0;0,425894378
2206803;2005;11;2;2;0;93;0;69;24;0,25233409
2206902;2015;11;3;3;0;160;20;140;0;0,462748727
2206951;2010;2;1;1;0;40;0;40;0;0,306748466
2206951;2014;12;2;2;0;80;0;80;0;0,593295758
2207207;2007;2;2;2;0;64;0;32;32;0,272479564
2207306;2010;12;2;2;0;120;0;80;40;0,4927322
2207355;2011;11;2;2;0;80;0;80;0;0,588408355
2207355;2014;7;2;2;0;80;0;80;0;0,574877838
2207405;2013;12;2;2;0;80;0;80;0;0,400240144
2207553;2015;4;2;2;0;80;0;80;0;0,512820513
2207603;2010;11;7;7;0;330;0;247;83;0,68119891
2207702;2012;4;135;133;0;5199;1294;3839;66;0,913816912
2207751;2012;11;2;2;0;80;0;80;0;0,452079566
2207793;2005;8;1;1;0;30;0;15;15;0,313479624
2207793;2007;8;1;1;0;40;0;40;0;0,269323997
2207793;2014;2;2;2;0;80;0;80;0;0,510986203
2207801;2007;10;17;17;0;1254;6;891;357;1,004134672
2207801;2012;5;16;16;0;768;223;545;0;0,802125633
2207801;2014;4;23;23;0;786;221;565;0;1,14240302
2207900;2006;6;14;14;0;424;0;234;190;0,372538584
2207959;2006;4;1;1;0;70;0;70;0;0,221385876
2208304;2006;9;28;28;0;1210;0;1042;168;1,013721444
2208304;2011;10;33;33;0;782;94;688;0;1,188546731
2208304;2015;3;30;30;0;874;163;711;0;1,065340909
2208403;2015;8;77;74;0;2016;463;1517;36;1,229050279
2208502;2013;11;8;8;0;272;40;232;0;0,656383328
2208551;2006;11;2;2;0;80;0;80;0;0,839278221
2208601;2008;3;2;2;0;64;0;49;15;0,615574023
2208601;2011;6;3;3;0;100;0;85;15;0,973078171
2208650;2005;11;1;1;0;30;30;0;0;0,112714157
2208700;2013;1;4;4;0;144;12;132;0;0,467508181
2208809;2011;8;16;16;0;564;0;492;72;0,911006092
2208809;2014;9;16;16;0;496;56;440;0;0,904159132
2208858;2008;12;2;2;0;80;0;80;0;0,39800995
2208874;2009;4;2;2;0;80;0;80;0;0,470366886
2209005;2006;6;2;2;0;52;0;26;26;0,313676286
2209005;2008;5;4;4;0;196;0;158;38;0,604686319
2209005;2012;1;4;4;0;184;32;152;0;0,636739892
2209203;2009;6;2;2;0;80;0;80;0;0,323624595
2209302;2006;3;2;2;0;80;0;80;0;0,398565165
2209302;2008;8;2;2;0;80;0;80;0;0,368188513
2209302;2008;9;2;2;0;80;0;80;0;0,368188513
2209302;2010;3;2;2;0;80;0;80;0;0,362778886
2209351;2015;10;2;2;0;80;0;80;0;0,440140845
2209401;2006;12;2;2;0;80;0;80;0;0,383582662
2209401;2011;1;8;8;0;208;0;100;108;1,317523057
2209450;2012;8;2;2;0;45;0;45;0;0,958313368
2209559;2009;6;2;2;0;80;0;80;0;0,448933782
2209658;2009;9;2;2;0;80;0;80;0;0,382848392
2209658;2013;1;3;3;0;120;0;120;0;0,523743017
2209658;2015;9;3;3;0;120;0;120;0;0,518492914
2209708;2013;9;5;5;0;186;15;171;0;0,789265983
2209807;2006;10;3;3;0;72;0;56;16;0,631711939
2209807;2008;4;6;6;0;212;0;166;46;1,343484102
2209807;2009;8;3;3;0;120;0;96;24;0,668896321
2209856;2013;1;2;2;0;80;0;80;0;0,44355733
2209872;2013;4;3;3;0;120;40;80;0;0,520833333
2209872;2015;11;4;4;0;160;40;120;0;0,678195999
2209906;2011;2;8;8;0;244;0;184;60;1,307830636
2209955;2006;2;3;3;0;120;0;120;0;0,669045495
2209955;2008;11;2;2;0;80;0;80;0;0,407000407
2209955;2013;11;2;2;0;80;0;80;0;0,423011844
2209971;2009;8;3;3;0;120;0;120;0;0,403225806
2210102;2013;5;3;3;0;130;15;115;0;0,809279741
2210201;2013;1;3;3;0;132;6;126;0;0,453103761
2210359;2011;5;2;2;0;80;0;80;0;0,450551926
2210375;2006;5;2;2;0;80;0;80;0;0,786163522
2210383;2009;4;1;1;0;40;0;40;0;0,464468184
2210383;2013;9;1;1;0;40;0;40;0;0,416146484
2210391;2012;6;1;1;0;40;0;40;0;0,336247478
2210409;2007;6;9;9;0;354;0;288;66;0,468725587
2210409;2007;12;12;12;0;480;0;386;94;0,62496745
2210409;2015;10;14;14;0;614;136;478;0;0,773267053
2210508;2005;10;11;11;0;250;0;223;27;0,837776085
2210508;2006;5;11;11;0;250;0;223;27;0,830690228
2210508;2006;12;11;11;0;250;0;223;27;0,830690228
2210623;2010;10;2;2;0;80;0;80;0;0,561797753
2210623;2014;3;2;2;0;80;0;80;0;0,575539568
2210631;2009;6;3;3;0;120;0;120;0;0,709052234
2210631;2015;12;2;2;0;120;0;120;0;0,47517225
2210656;2010;1;6;6;0;200;0;180;20;0,623765464
2210706;2008;9;10;10;0;508;20;404;84;0,70781427
2210706;2014;6;10;10;0;496;70;426;0;0,694782186
2210805;2008;12;10;10;0;401;0;330;71;0,847314015
2210805;2010;7;13;13;0;433;0;323;110;1,076426265
2210904;2009;10;4;4;0;172;0;162;10;0,845129939
2210904;2014;9;4;4;0;132;10;122;0;0,885151582
2210953;2012;6;1;1;0;40;0;40;0;0,356506239
2211100;2009;8;30;30;0;1238;0;1112;126;0,695490901
2211209;2006;5;7;7;0;427;0;291;136;0,382576379
2211308;2012;11;16;16;0;686;105;581;0;0,784582945
2211308;2015;4;22;22;0;840;146;689;5;1,069622715
2211407;2006;4;4;4;0;124;0;92;32;0,886721348
2211605;2009;6;1;1;0;40;0;40;0;0,318877551
2211605;2014;12;2;2;0;80;0;80;0;0,669568129
2211704;2012;2;4;4;0;124;10;114;0;0,925283368
2300101;2006;5;3;3;0;120;0;120;0;0,342778793
2300101;2009;10;5;5;0;132;0;132;0;0,451385754
2300200;2010;12;36;35;0;1570;0;1142;428;0,625532137
2300309;2009;6;33;33;0;1134;10;852;272;0,649810964
2300309;2012;5;24;24;0;795;88;707;0;0,463606861
2300408;2006;3;2;2;0;76;0;52;24;0,130182907
2300408;2006;11;2;2;0;48;0;48;0;0,130182907
2300408;2013;3;9;9;0;270;29;240;1;0,536224976
2300408;2013;8;9;9;0;256;15;241;0;0,536224976
2300408;2014;1;8;8;0;305;64;241;0;0,473568934
2300804;2006;3;2;2;0;48;0;24;24;0,264515276
2300903;2008;1;8;8;0;362;0;190;172;0,561364115
2301000;2010;4;81;81;0;2184;0;1866;318;1,115272347
2301406;2012;1;19;19;0;417;175;242;0;1,666082076
2301406;2014;3;8;8;0;262;20;242;0;0,700586741
2301703;2013;7;20;20;0;580;112;468;0;0,809192426
2302057;2012;3;6;6;0;244;4;240;0;0,412087912
2302305;2011;5;21;20;0;800;0;456;344;0,675871391
2302404;2009;11;18;18;0;913;3;460;450;0,320079664
2302404;2013;1;15;13;0;584;252;320;12;0,279808984
2302503;2006;2;56;55;0;2122;0;1327;795;1,333206361
2302503;2014;9;101;97;0;3074;746;2277;51;2,119844685
2302602;2007;3;25;25;0;1094;0;738;356;0,427569694
2302800;2008;11;83;82;0;2772;168;1226;1378;1,079702887
2302800;2010;5;95;93;0;3392;50;1848;1494;1,275630094
2303006;2010;11;11;11;0;436;20;336;80;0,549450549
2303105;2011;9;12;12;0;422;0;422;0;0,653274539
2303204;2013;1;23;23;0;660;58;598;4;0,857537005
2303303;2007;1;9;9;0;284;0;284;0;0,482599603
2303402;2006;3;10;10;0;546;0;402;144;0,609161793
2303402;2014;6;22;16;0;720;146;574;0;1,266259929
2303501;2013;4;55;54;0;1502;336;1166;0;0,797957229
2303600;2005;12;7;7;0;352;0;200;152;0,393015552
2303600;2008;6;8;8;0;384;0;200;184;0,449589749
2303600;2014;2;16;16;0;514;162;332;20;0,804748013
2303709;2009;12;315;302;0;8353;81;6088;2184;0,942087067
2303808;2007;6;22;22;0;622;0;502;120;0,894054537
2303907;2009;5;5;5;0;216;0;200;16;0,39544448
2303931;2005;9;5;3;0;60;0;60;0;0,391542678
2303931;2014;6;11;11;0;444;120;324;0;0,830439378
2303956;2012;10;14;14;0;472;80;392;0;0,738903256
2304103;2009;7;60;49;0;1888;102;1178;608;0,797352789
2304251;2011;4;12;12;0;514;0;266;248;0,528960592
2304251;2011;7;14;14;0;470;0;226;244;0,617120691
2304269;2014;2;11;11;0;464;180;284;0;1,169839413
